lamA thr_arm1 thr_arm2 thr_arm3
4200.0 0.4712440750236817 0.0 0.0
4210.0 0.4731444223555415 0.0 0.0
4220.0 0.4750447696874012 0.0 0.0
4230.0 0.47694511701926107 0.0 0.0
4240.0 0.47884546435112085 0.0 0.0
4250.0 0.4807458116829807 0.0 0.0
4260.0 0.48264615901484054 0.0 0.0
4270.0 0.48454650634670027 0.0 0.0
4280.0 0.48644685367856005 0.0 0.0
4290.0 0.4883472010104199 0.0 0.0
4300.0 0.48953222058496854 0.0 0.0
4310.0 0.49043210951499444 0.0 0.0
4320.0 0.4913319984450204 0.0 0.0
4330.0 0.4922318873750462 0.0 0.0
4340.0 0.49313177630507216 0.0 0.0
4350.0 0.49403166523509806 0.0 0.0
4360.0 0.494931554165124 0.0 0.0
4370.0 0.4958314430951499 0.0 0.0
4380.0 0.49673133202517583 0.0 0.0
4390.0 0.4976312209552018 0.0 0.0
4400.0 0.4985311098852277 0.0 0.0
4410.0 0.49827465997388665 0.0 0.0
4420.0 0.49790524172348766 0.0 0.0
4430.0 0.49753582347308867 0.0 0.0
4440.0 0.49716640522268973 0.0 0.0
4450.0 0.49679698697229074 0.0 0.0
4460.0 0.4964275687218918 0.0 0.0
4470.0 0.4960581504714928 0.0 0.0
4480.0 0.4956887322210939 0.0 0.0
4490.0 0.4953193139706949 0.0 0.0
4500.0 0.494949895720296 0.0 0.0
4510.0 0.494580477469897 0.0 0.0
4520.0 0.494211059219498 0.0 0.0
4530.0 0.4938416409690991 0.0 0.0
4540.0 0.4932891055214723 0.0 0.0
4550.0 0.4914547496932515 0.0 0.0
4560.0 0.4896203938650307 0.0 0.0
4570.0 0.4877860380368098 0.0 0.0
4580.0 0.485951682208589 0.0 0.0
4590.0 0.4841173263803681 0.0 0.0
4600.0 0.4822829705521472 0.0 0.0
4610.0 0.48044861472392636 0.0 0.0
4620.0 0.4784471321152059 0.0 0.0
4630.0 0.4760575378135646 0.0 0.0
4640.0 0.4736679435119232 0.0 0.0
4650.0 0.47127834921028183 0.0 0.0
4660.0 0.46888875490864046 0.0 0.0
4670.0 0.46649916060699914 0.0 0.0
4680.0 0.46410956630535777 0.0 0.0
4690.0 0.4617199720037164 0.0 0.0
4700.0 0.4593303777020751 0.0 0.0
4710.0 0.4569407834004337 0.0 0.0
4720.0 0.4539839238170976 0.0 0.0
4730.0 0.4506704446918491 0.0 0.0
4740.0 0.44735696556660054 0.0 0.0
4750.0 0.44404348644135205 0.0 0.0
4760.0 0.4407300073161035 0.0 0.0
4770.0 0.43741652819085497 0.0 0.0
4780.0 0.43410304906560643 0.0 0.0
4790.0 0.4307895699403579 0.0 0.0
4800.0 0.42747609081510946 0.0 0.0
4810.0 0.4241626116898609 0.0 0.0
4820.0 0.42061945339189855 0.0 0.0
4830.0 0.41689139092240124 0.0 0.0
4840.0 0.41316332845290393 0.0 0.0
4850.0 0.40943526598340657 0.0 0.0
4860.0 0.40570720351390926 0.0 0.0
4870.0 0.40197914104441196 0.0 0.0
4880.0 0.39825107857491465 0.0 0.0
4890.0 0.39452301610541735 0.0 0.0
4900.0 0.3906779982483402 0.0 0.0
4910.0 0.38662324475208365 0.0 0.0
4920.0 0.38256849125582715 0.0 0.0
4930.0 0.3785137377595706 0.0 0.0
4940.0 0.3744589842633141 0.0 0.0
4950.0 0.37040423076705753 0.0 0.0
4960.0 0.36634947727080097 0.0 0.0
4970.0 0.36229472377454447 0.0 0.0
4980.0 0.3582399702782879 0.0 0.0
4990.0 0.3541852167820314 0.0 0.0
5000.0 0.3501304632857749 0.0 0.0
5010.0 0.34607570978951835 0.0 0.0
5020.0 0.3420209562932618 0.0 0.0
5030.0 0.3379662027970053 0.0 0.0
5040.0 0.33383188482815185 0.0 0.0
5050.0 0.32937930896891077 0.0 0.0
5060.0 0.3249267331096697 0.0 0.0
5070.0 0.3204741572504286 0.0 0.0
5080.0 0.3160215813911876 0.0 0.0
5090.0 0.3115690055319465 0.0 0.0
5100.0 0.3071164296727054 0.0 0.0
5110.0 0.0 0.0 0.0
5120.0 0.0 0.0 0.0
5130.0 0.0 0.0 0.0
5140.0 0.0 0.0 0.0
5150.0 0.0 0.0 0.0
5160.0 0.0 0.0 0.0
5170.0 0.0 0.0 0.0
5180.0 0.0 0.0 0.0
5190.0 0.0 0.0 0.0
5200.0 0.0 0.0 0.0
5210.0 0.0 0.0 0.0
5220.0 0.0 0.0 0.0
5230.0 0.0 0.0 0.0
5240.0 0.0 0.0 0.0
5250.0 0.0 0.0 0.0
5260.0 0.0 0.0 0.0
5270.0 0.0 0.0 0.0
5280.0 0.0 0.0 0.0
5290.0 0.0 0.0 0.0
5300.0 0.0 0.0 0.0
5310.0 0.0 0.0 0.0
5320.0 0.0 0.0 0.0
5330.0 0.0 0.0 0.0
5340.0 0.0 0.0 0.0
5350.0 0.0 0.0 0.0
5360.0 0.0 0.0 0.0
5370.0 0.0 0.0 0.0
5380.0 0.0 0.0 0.0
5390.0 0.0 0.0 0.0
5400.0 0.0 0.0 0.0
5410.0 0.0 0.0 0.0
5420.0 0.0 0.0 0.0
5430.0 0.0 0.0 0.0
5440.0 0.0 0.0 0.0
5450.0 0.0 0.0 0.0
5460.0 0.0 0.0 0.0
5470.0 0.0 0.0 0.0
5480.0 0.0 0.0 0.0
5490.0 0.0 0.0 0.0
5500.0 0.0 0.0 0.0
5510.0 0.0 0.0 0.0
5520.0 0.0 0.0 0.0
5530.0 0.0 0.0 0.0
5540.0 0.0 0.0 0.0
5550.0 0.0 0.0 0.0
5560.0 0.0 0.0 0.0
5570.0 0.0 0.0 0.0
5580.0 0.0 0.0 0.0
5590.0 0.0 0.0 0.0
5600.0 0.0 0.0 0.0
5610.0 0.0 0.0 0.0
5620.0 0.0 0.0 0.0
5630.0 0.0 0.0 0.0
5640.0 0.0 0.0 0.0
5650.0 0.0 0.0 0.0
5660.0 0.0 0.0 0.0
5670.0 0.0 0.0 0.0
5680.0 0.0 0.0 0.0
5690.0 0.0 0.0 0.0
5700.0 0.0 0.0 0.0
5710.0 0.0 0.0 0.0
5720.0 0.0 0.0 0.0
5730.0 0.0 0.0 0.0
5740.0 0.0 0.0 0.0
5750.0 0.0 0.0 0.0
5760.0 0.0 0.28954775995705895 0.0
5770.0 0.0 0.2974998801932371 0.0
5780.0 0.0 0.3054520004294152 0.0
5790.0 0.0 0.3134041206655934 0.0
5800.0 0.0 0.3213562409017716 0.0
5810.0 0.0 0.3292159473371947 0.0
5820.0 0.0 0.3359520965108068 0.0
5830.0 0.0 0.3426882456844189 0.0
5840.0 0.0 0.349424394858031 0.0
5850.0 0.0 0.3561605440316431 0.0
5860.0 0.0 0.3628966932052552 0.0
5870.0 0.0 0.3696328423788673 0.0
5880.0 0.0 0.3763689915524794 0.0
5890.0 0.0 0.3831051407260915 0.0
5900.0 0.0 0.38984128989970357 0.0
5910.0 0.0 0.39657743907331566 0.0
5920.0 0.0 0.4033135882469278 0.0
5930.0 0.0 0.41004973742053985 0.0
5940.0 0.0 0.41678588659415194 0.0
5950.0 0.0 0.42352203576776404 0.0
5960.0 0.0 0.4277815513307986 0.0
5970.0 0.0 0.4318198425408188 0.0
5980.0 0.0 0.43585813375083887 0.0
5990.0 0.0 0.439896424960859 0.0
6000.0 0.0 0.4439347161708791 0.0
6010.0 0.0 0.4479730073808993 0.0
6020.0 0.0 0.4520112985909194 0.0
6030.0 0.0 0.45604958980093957 0.0
6040.0 0.0 0.46008788101095965 0.0
6050.0 0.0 0.4626102848121251 0.0
6060.0 0.0 0.4650954126934008 0.0
6070.0 0.0 0.4675805405746764 0.0
6080.0 0.0 0.4700656684559521 0.0
6090.0 0.0 0.47255079633722774 0.0
6100.0 0.0 0.4750359242185034 0.0
6110.0 0.0 0.477521052099779 0.0
6120.0 0.0 0.48000617998105466 0.0
6130.0 0.0 0.4824913078623303 0.0
6140.0 0.0 0.48497643574360594 0.0
6150.0 0.0 0.4874615636248816 0.0
6160.0 0.0 0.4899466915061573 0.0
6170.0 0.0 0.49207936410256414 0.0
6180.0 0.0 0.4934201566433567 0.0
6190.0 0.0 0.4947609491841492 0.0
6200.0 0.0 0.49610174172494176 0.0
6210.0 0.0 0.49744253426573426 0.0
6220.0 0.0 0.4987833268065268 0.0
6230.0 0.0 0.5001241193473194 0.0
6240.0 0.0 0.5014649118881119 0.0
6250.0 0.0 0.5028057044289044 0.0
6260.0 0.0 0.5041464969696969 0.0
6270.0 0.0 0.5054872895104895 0.0
6280.0 0.0 0.506828082051282 0.0
6290.0 0.0 0.5081688745920746 0.0
6300.0 0.0 0.509509667132867 0.0
6310.0 0.0 0.5108286716500994 0.0
6320.0 0.0 0.5120251726441352 0.0
6330.0 0.0 0.513221673638171 0.0
6340.0 0.0 0.5144181746322067 0.0
6350.0 0.0 0.5156146756262426 0.0
6360.0 0.0 0.5168111766202784 0.0
6370.0 0.0 0.5180076776143142 0.0
6380.0 0.0 0.51920417860835 0.0
6390.0 0.0 0.5204006796023858 0.0
6400.0 0.0 0.5215971805964216 0.0
6410.0 0.0 0.5226848000000001 0.0
6420.0 0.0 0.5226848000000001 0.0
6430.0 0.0 0.5226848000000001 0.0
6440.0 0.0 0.5226848000000001 0.0
6450.0 0.0 0.5226848000000001 0.0
6460.0 0.0 0.5226848000000001 0.0
6470.0 0.0 0.5226848000000001 0.0
6480.0 0.0 0.5226848000000001 0.0
6490.0 0.0 0.5226848000000001 0.0
6500.0 0.0 0.5221609355218334 0.0
6510.0 0.0 0.5211573637245793 0.0
6520.0 0.0 0.5201537919273254 0.0
6530.0 0.0 0.5191502201300712 0.0
6540.0 0.0 0.5181466483328172 0.0
6550.0 0.0 0.5171430765355631 0.0
6560.0 0.0 0.516139504738309 0.0
6570.0 0.0 0.515135932941055 0.0
6580.0 0.0 0.514132361143801 0.0
6590.0 0.0 0.5131287893465469 0.0
6600.0 0.0 0.5108430142248672 0.0
6610.0 0.0 0.5083038695839897 0.0
6620.0 0.0 0.5057647249431122 0.0
6630.0 0.0 0.5032255803022346 0.0
6640.0 0.0 0.5006864356613571 0.0
6650.0 0.0 0.49814729102047955 0.0
6660.0 0.0 0.49560814637960204 0.0
6670.0 0.0 0.4930690017387245 0.0
6680.0 0.0 0.490529857097847 0.0
6690.0 0.0 0.48799071245696946 0.0
6700.0 0.0 0.485451567816092 0.0
6710.0 0.0 0.48291242317521443 0.0
6720.0 0.0 0.4803732785343369 0.0
6730.0 0.0 0.47783413389345936 0.0
6740.0 0.0 0.4752949892525819 0.0
6750.0 0.0 0.47275584461170433 0.0
6760.0 0.0 0.4702166999708268 0.0
6770.0 0.0 0.467116321833385 0.0
6780.0 0.0 0.46377080722617947 0.0
6790.0 0.0 0.4604252926189739 0.0
6800.0 0.0 0.45707977801176836 0.0
6810.0 0.0 0.45373426340456285 0.0
6820.0 0.0 0.45038874879735724 0.0
6830.0 0.0 0.4470432341901518 0.0
6840.0 0.0 0.4436977195829462 0.0
6850.0 0.0 0.4403522049757407 0.0
6860.0 0.0 0.437000221874301 0.0
6870.0 0.0 0.43293598568552893 0.0
6880.0 0.0 0.4288717494967569 0.0
6890.0 0.0 0.4248075133079848 0.0
6900.0 0.0 0.4207432771192127 0.0
6910.0 0.0 0.4166790409304406 0.0
6920.0 0.0 0.41261480474166856 0.0
6930.0 0.0 0.4085505685528964 0.0
6940.0 0.0 0.40448633236412435 0.0
6950.0 0.0 0.40042209617535224 0.0
6960.0 0.0 0.3963578599865802 0.0
6970.0 0.0 0.3922936237978081 0.0
6980.0 0.0 0.388229387609036 0.0
6990.0 0.0 0.384165151420264 0.0
7000.0 0.0 0.38010091523149186 0.0
7010.0 0.0 0.0 0.0
7020.0 0.0 0.0 0.0
7030.0 0.0 0.0 0.0
7040.0 0.0 0.0 0.0
7050.0 0.0 0.0 0.0
7060.0 0.0 0.0 0.0
7070.0 0.0 0.0 0.0
7080.0 0.0 0.0 0.0
7090.0 0.0 0.0 0.0
7100.0 0.0 0.0 0.0
7110.0 0.0 0.0 0.0
7120.0 0.0 0.0 0.0
7130.0 0.0 0.0 0.0
7140.0 0.0 0.0 0.0
7150.0 0.0 0.0 0.0
7160.0 0.0 0.0 0.0
7170.0 0.0 0.0 0.0
7180.0 0.0 0.0 0.0
7190.0 0.0 0.0 0.0
7200.0 0.0 0.0 0.0
7210.0 0.0 0.0 0.0
7220.0 0.0 0.0 0.0
7230.0 0.0 0.0 0.0
7240.0 0.0 0.0 0.0
7250.0 0.0 0.0 0.0
7260.0 0.0 0.0 0.0
7270.0 0.0 0.0 0.0
7280.0 0.0 0.0 0.0
7290.0 0.0 0.0 0.0
7300.0 0.0 0.0 0.0
7310.0 0.0 0.0 0.0
7320.0 0.0 0.0 0.0
7330.0 0.0 0.0 0.0
7340.0 0.0 0.0 0.0
7350.0 0.0 0.0 0.0
7360.0 0.0 0.0 0.0
7370.0 0.0 0.0 0.3408410326148842
7380.0 0.0 0.0 0.3464892473363157
7390.0 0.0 0.0 0.35213746205774726
7400.0 0.0 0.0 0.3577856767791787
7410.0 0.0 0.0 0.3623107635228764
7420.0 0.0 0.0 0.366818746794832
7430.0 0.0 0.0 0.3713267300667875
7440.0 0.0 0.0 0.3758347133387431
7450.0 0.0 0.0 0.38034269661069864
7460.0 0.0 0.0 0.3848506798826542
7470.0 0.0 0.0 0.38935866315460976
7480.0 0.0 0.0 0.3938666464265653
7490.0 0.0 0.0 0.3983746296985209
7500.0 0.0 0.0 0.4028826129704764
7510.0 0.0 0.0 0.407390596242432
7520.0 0.0 0.0 0.41189857951438746
7530.0 0.0 0.0 0.4164065627863431
7540.0 0.0 0.0 0.42091454605829864
7550.0 0.0 0.0 0.42542252933025415
7560.0 0.0 0.0 0.4299305126022097
7570.0 0.0 0.0 0.4332698488038279
7580.0 0.0 0.0 0.43656554258373215
7590.0 0.0 0.0 0.4398612363636365
7600.0 0.0 0.0 0.4431569301435408
7610.0 0.0 0.0 0.44645262392344515
7620.0 0.0 0.0 0.4497483177033494
7630.0 0.0 0.0 0.4530440114832537
7640.0 0.0 0.0 0.45633970526315804
7650.0 0.0 0.0 0.4596353990430624
7660.0 0.0 0.0 0.46293109282296663
7670.0 0.0 0.0 0.4662267866028709
7680.0 0.0 0.0 0.4695224803827753
7690.0 0.0 0.0 0.4728181741626795
7700.0 0.0 0.0 0.4761138679425838
7710.0 0.0 0.0 0.47940956172248816
7720.0 0.0 0.0 0.4827052555023925
7730.0 0.0 0.0 0.4860009492822968
7740.0 0.0 0.0 0.48849322224167113
7750.0 0.0 0.0 0.49081625158994113
7760.0 0.0 0.0 0.49313928093821113
7770.0 0.0 0.0 0.4954623102864812
7780.0 0.0 0.0 0.4977853396347512
7790.0 0.0 0.0 0.5001083689830212
7800.0 0.0 0.0 0.5024313983312912
7810.0 0.0 0.0 0.5047544276795612
7820.0 0.0 0.0 0.5070774570278312
7830.0 0.0 0.0 0.5094004863761014
7840.0 0.0 0.0 0.5117235157243714
7850.0 0.0 0.0 0.5140465450726414
7860.0 0.0 0.0 0.5163695744209114
7870.0 0.0 0.0 0.5186926037691814
7880.0 0.0 0.0 0.5210156331174515
7890.0 0.0 0.0 0.5233386624657215
7900.0 0.0 0.0 0.5256616918139915
7910.0 0.0 0.0 0.5273121556967573
7920.0 0.0 0.0 0.52865619601227
7930.0 0.0 0.0 0.5300002363277826
7940.0 0.0 0.0 0.5313442766432953
7950.0 0.0 0.0 0.532688316958808
7960.0 0.0 0.0 0.5340323572743207
7970.0 0.0 0.0 0.5353763975898335
7980.0 0.0 0.0 0.5367204379053462
7990.0 0.0 0.0 0.5380644782208589
8000.0 0.0 0.0 0.5394085185363716
8010.0 0.0 0.0 0.5407525588518843
8020.0 0.0 0.0 0.542096599167397
8030.0 0.0 0.0 0.5434406394829098
8040.0 0.0 0.0 0.5447846797984225
8050.0 0.0 0.0 0.5461287201139352
8060.0 0.0 0.0 0.5474727604294479
8070.0 0.0 0.0 0.5488168007449606
8080.0 0.0 0.0 0.5501608410604732
8090.0 0.0 0.0 0.5510993005657914
8100.0 0.0 0.0 0.5515023181198317
8110.0 0.0 0.0 0.5519053356738721
8120.0 0.0 0.0 0.5523083532279124
8130.0 0.0 0.0 0.5527113707819528
8140.0 0.0 0.0 0.553114388335993
8150.0 0.0 0.0 0.5535174058900334
8160.0 0.0 0.0 0.5539204234440738
8170.0 0.0 0.0 0.554323440998114
8180.0 0.0 0.0 0.5547264585521544
8190.0 0.0 0.0 0.5551294761061948
8200.0 0.0 0.0 0.5555324936602352
8210.0 0.0 0.0 0.5559355112142754
8220.0 0.0 0.0 0.5563385287683158
8230.0 0.0 0.0 0.5563702674122121
8240.0 0.0 0.0 0.5561976587489749
8250.0 0.0 0.0 0.5560250500857378
8260.0 0.0 0.0 0.5558524414225006
8270.0 0.0 0.0 0.5556798327592635
8280.0 0.0 0.0 0.5555072240960263
8290.0 0.0 0.0 0.5553346154327892
8300.0 0.0 0.0 0.555162006769552
8310.0 0.0 0.0 0.5549893981063149
8320.0 0.0 0.0 0.5548167894430777
8330.0 0.0 0.0 0.5546441807798405
8340.0 0.0 0.0 0.5544715721166033
8350.0 0.0 0.0 0.5542989634533662
8360.0 0.0 0.0 0.5539843137609495
8370.0 0.0 0.0 0.5531994592822832
8380.0 0.0 0.0 0.5524146048036169
8390.0 0.0 0.0 0.5516297503249507
8400.0 0.0 0.0 0.5508448958462843
8410.0 0.0 0.0 0.550060041367618
8420.0 0.0 0.0 0.5492751868889517
8430.0 0.0 0.0 0.5483863666129898
8440.0 0.0 0.0 0.5469264095544819
8450.0 0.0 0.0 0.5454664524959741
8460.0 0.0 0.0 0.5440064954374664
8470.0 0.0 0.0 0.5425465383789586
8480.0 0.0 0.0 0.5410865813204508
8490.0 0.0 0.0 0.5396266242619431
8500.0 0.0 0.0 0.5381666672034353
8510.0 0.0 0.0 0.5367067101449274
8520.0 0.0 0.0 0.5352467530864197
8530.0 0.0 0.0 0.533786796027912
8540.0 0.0 0.0 0.5323268389694041
8550.0 0.0 0.0 0.5308668819108964
8560.0 0.0 0.0 0.5294069248523886
8570.0 0.0 0.0 0.5279469677938808
8580.0 0.0 0.0 0.5262474733405876
8590.0 0.0 0.0 0.523829366702938
8600.0 0.0 0.0 0.5214112600652884
8610.0 0.0 0.0 0.5189931534276387
8620.0 0.0 0.0 0.5165750467899891
8630.0 0.0 0.0 0.5141569401523395
8640.0 0.0 0.0 0.5117388335146899
8650.0 0.0 0.0 0.5093207268770403
8660.0 0.0 0.0 0.5069026202393907
8670.0 0.0 0.0 0.5044845136017411
8680.0 0.0 0.0 0.5020664069640914
8690.0 0.0 0.0 0.49964830032644186
8700.0 0.0 0.0 0.4972301936887922
8710.0 0.0 0.0 0.4948120870511426
8720.0 0.0 0.0 0.4920739194190086
8730.0 0.0 0.0 0.488967509567414
8740.0 0.0 0.0 0.4858610997158194
8750.0 0.0 0.0 0.48275468986422476
8760.0 0.0 0.0 0.47964828001263016
8770.0 0.0 0.0 0.4765418701610356
8780.0 0.0 0.0 0.473435460309441
8790.0 0.0 0.0 0.47032905045784634
8800.0 0.0 0.0 0.46722264060625174
8810.0 0.0 0.0 0.4641162307546572
8820.0 0.0 0.0 0.4610098209030626
8830.0 0.0 0.0 0.4579034110514679
8840.0 0.0 0.0 0.4547970011998733
8850.0 0.0 0.0 0.45156663707431605
8860.0 0.0 0.0 0.44830470115752363
8870.0 0.0 0.0 0.44504276524073116
8880.0 0.0 0.0 0.4417808293239387
8890.0 0.0 0.0 0.4385188934071462
8900.0 0.0 0.0 0.4352569574903538
8910.0 0.0 0.0 0.4319950215735613
8920.0 0.0 0.0 0.4287330856567689
8930.0 0.0 0.0 0.42547114973997646
8940.0 0.0 0.0 0.42220921382318405
8950.0 0.0 0.0 0.4189472779063915
8960.0 0.0 0.0 0.4156853419895991
8970.0 0.0 0.0 0.41160016867698146
8980.0 0.0 0.0 0.407397390022103
8990.0 0.0 0.0 0.40319461136722456
9000.0 0.0 0.0 0.3989918327123461
9010.0 0.0 0.0 0.0
9020.0 0.0 0.0 0.0
9030.0 0.0 0.0 0.0
9040.0 0.0 0.0 0.0
9050.0 0.0 0.0 0.0
9060.0 0.0 0.0 0.0
9070.0 0.0 0.0 0.0
9080.0 0.0 0.0 0.0
9090.0 0.0 0.0 0.0
9100.0 0.0 0.0 0.0
9110.0 0.0 0.0 0.0
9120.0 0.0 0.0 0.0
9130.0 0.0 0.0 0.0
9140.0 0.0 0.0 0.0
9150.0 0.0 0.0 0.0
9160.0 0.0 0.0 0.0
9170.0 0.0 0.0 0.0
9180.0 0.0 0.0 0.0
9190.0 0.0 0.0 0.0
9200.0 0.0 0.0 0.0
9210.0 0.0 0.0 0.0
9220.0 0.0 0.0 0.0
9230.0 0.0 0.0 0.0
9240.0 0.0 0.0 0.0
9250.0 0.0 0.0 0.0
9260.0 0.0 0.0 0.0
9270.0 0.0 0.0 0.0
9280.0 0.0 0.0 0.0
9290.0 0.0 0.0 0.0
9300.0 0.0 0.0 0.0
9310.0 0.0 0.0 0.0
9320.0 0.0 0.0 0.0
9330.0 0.0 0.0 0.0
9340.0 0.0 0.0 0.0
9350.0 0.0 0.0 0.0
9360.0 0.0 0.0 0.0
9370.0 0.0 0.0 0.0
9380.0 0.0 0.0 0.0
9390.0 0.0 0.0 0.0
9400.0 0.0 0.0 0.0
9410.0 0.0 0.0 0.0
9420.0 0.0 0.0 0.0
9430.0 0.0 0.0 0.0
9440.0 0.0 0.0 0.0
9450.0 0.0 0.0 0.0
9460.0 0.0 0.0 0.0
9470.0 0.0 0.0 0.0
9480.0 0.0 0.0 0.0
9490.0 0.0 0.0 0.0
9500.0 0.0 0.0 0.0
9510.0 0.0 0.0 0.0
9520.0 0.0 0.0 0.0
9530.0 0.0 0.0 0.0
9540.0 0.0 0.0 0.0
9550.0 0.0 0.0 0.0
9560.0 0.0 0.0 0.0
9570.0 0.0 0.0 0.0
9580.0 0.0 0.0 0.0
9590.0 0.0 0.0 0.0
9600.0 0.0 0.0 0.0
9610.0 0.0 0.0 0.0
9620.0 0.0 0.0 0.0
9630.0 0.0 0.0 0.0
9640.0 0.0 0.0 0.0
9650.0 0.0 0.0 0.0
9660.0 0.0 0.0 0.0
9670.0 0.0 0.0 0.0
9680.0 0.0 0.0 0.0
9690.0 0.0 0.0 0.0
9700.0 0.0 0.0 0.0
9710.0 0.0 0.0 0.0
9720.0 0.0 0.0 0.0
9730.0 0.0 0.0 0.0
9740.0 0.0 0.0 0.0
9750.0 0.0 0.0 0.0
9760.0 0.0 0.0 0.0
9770.0 0.0 0.0 0.0
9780.0 0.0 0.0 0.0
9790.0 0.0 0.0 0.0
9800.0 0.0 0.0 0.0
9810.0 0.0 0.0 0.0
9820.0 0.0 0.0 0.0
9830.0 0.0 0.0 0.0
9840.0 0.0 0.0 0.0
9850.0 0.0 0.0 0.0
9860.0 0.0 0.0 0.0
9870.0 0.0 0.0 0.0
9880.0 0.0 0.0 0.0
9890.0 0.0 0.0 0.0
9900.0 0.0 0.0 0.0
9910.0 0.0 0.0 0.0
9920.0 0.0 0.0 0.0
9930.0 0.0 0.0 0.0
9940.0 0.0 0.0 0.0
9950.0 0.0 0.0 0.0
9960.0 0.0 0.0 0.0
9970.0 0.0 0.0 0.0
9980.0 0.0 0.0 0.0
9990.0 0.0 0.0 0.0
10000.0 0.0 0.0 0.0
10010.0 0.0 0.0 0.0
10020.0 0.0 0.0 0.0
10030.0 0.0 0.0 0.0
10040.0 0.0 0.0 0.0
10050.0 0.0 0.0 0.0
10060.0 0.0 0.0 0.0
10070.0 0.0 0.0 0.0
10080.0 0.0 0.0 0.0
10090.0 0.0 0.0 0.0
10100.0 0.0 0.0 0.0
10110.0 0.0 0.0 0.0
10120.0 0.0 0.0 0.0
10130.0 0.0 0.0 0.0
10140.0 0.0 0.0 0.0
10150.0 0.0 0.0 0.0
10160.0 0.0 0.0 0.0
10170.0 0.0 0.0 0.0
10180.0 0.0 0.0 0.0
10190.0 0.0 0.0 0.0
10200.0 0.0 0.0 0.0
10210.0 0.0 0.0 0.0
10220.0 0.0 0.0 0.0
10230.0 0.0 0.0 0.0
10240.0 0.0 0.0 0.0
10250.0 0.0 0.0 0.0
10260.0 0.0 0.0 0.0
10270.0 0.0 0.0 0.0
10280.0 0.0 0.0 0.0
10290.0 0.0 0.0 0.0
10300.0 0.0 0.0 0.0
10310.0 0.0 0.0 0.0
10320.0 0.0 0.0 0.0
10330.0 0.0 0.0 0.0
10340.0 0.0 0.0 0.0
10350.0 0.0 0.0 0.0
10360.0 0.0 0.0 0.0
10370.0 0.0 0.0 0.0
10380.0 0.0 0.0 0.0
10390.0 0.0 0.0 0.0
10400.0 0.0 0.0 0.0
10410.0 0.0 0.0 0.0
10420.0 0.0 0.0 0.0
10430.0 0.0 0.0 0.0
10440.0 0.0 0.0 0.0
10450.0 0.0 0.0 0.0
10460.0 0.0 0.0 0.0
10470.0 0.0 0.0 0.0
10480.0 0.0 0.0 0.0
10490.0 0.0 0.0 0.0
10500.0 0.0 0.0 0.0
10510.0 0.0 0.0 0.0
